Matrix,Schedule,Threads,ChunkSize,p90_Time_ms,p90_GFLOPs,Speedup,Efficiency
memchip.mtx,dynamic,32,4,58.917269999999995,0.5565171,0.4963088072478579,1.550965022649556
memchip.mtx,dynamic,32,16,26.14197,1.416743,1.118552274369529,3.495475857404778
memchip.mtx,dynamic,32,64,24.324309999999997,1.504604,1.2021372857030683,3.7566790178220884
memchip.mtx,dynamic,32,256,47.83201999999999,0.8148278,0.6113302344329177,1.9104069826028678
memchip.mtx,dynamic,32,1024,62.41514,0.5463588,0.4684946633140613,1.4640458228564417
memchip.mtx,guided,32,1,66.79969,0.6036551,0.43774394761412816,1.3679498362941505
memchip.mtx,guided,32,4,73.06303,0.5322853000000001,0.40021827728743253,1.2506821165232267
memchip.mtx,guided,32,16,71.2631,0.5864528999999999,0.41032680307199665,1.2822712595999894
memchip.mtx,guided,32,64,117.1973,0.37704580000000004,0.24950370017056708,0.7796990630330222
memchip.mtx,guided,32,256,110.4999,0.39750169999999996,0.2646261218335944,0.8269566307299825
memchip.mtx,guided,32,1024,52.614529999999995,1.575104,0.5557620680066895,1.7367564625209047
memchip.mtx,static,64,1,41.66398,0.8023552,0.7018330941979138,1.0966142096842404
memchip.mtx,static,64,4,28.056559999999998,1.234706,1.0422218547106274,1.6284716479853554
memchip.mtx,static,64,16,23.71306,1.548562,1.2331247000597985,1.926757343843435
memchip.mtx,static,64,64,36.16253999999999,1.549329,0.8086035991940833,1.263443123740755
memchip.mtx,static,64,256,87.94055999999999,0.43601850000000003,0.3325105048228031,0.5195476637856298
memchip.mtx,static,64,1024,96.82888,0.36647369999999996,0.3019880019266979,0.47185625301046547
memchip.mtx,dynamic,64,1,233.04420000000002,0.1482445,0.12547473826853445,0.19605427854458507
memchip.mtx,dynamic,64,4,54.1443,0.6005527,0.5400598031556415,0.8438434424306899
memchip.mtx,dynamic,64,16,24.91463,1.5345119999999999,1.173654194342842,1.8338346786606907
memchip.mtx,dynamic,64,64,40.03886,1.374301,0.7303194946109854,1.1411242103296648
memchip.mtx,dynamic,64,256,117.2374,0.4012465,0.24941835967020765,0.38971618698469945
memchip.mtx,dynamic,64,1024,130.438,0.39017789999999986,0.224176696974808,0.3502760890231375
memchip.mtx,guided,64,1,136.429,0.4053001999999998,0.21433243665203147,0.33489443226879917
memchip.mtx,guided,64,4,132.3397,0.4726870999999999,0.22095531424054915,0.34524267850085805
memchip.mtx,guided,64,16,146.3523,0.41183549999999997,0.1997997981582797,0.31218718462231204
memchip.mtx,guided,64,64,135.46679999999998,0.43574959999999985,0.2158548072295205,0.33727313629612576
memchip.mtx,guided,64,256,148.56109999999998,0.4058305,0.19682918341342387,0.3075455990834748
memchip.mtx,guided,64,1024,140.6965,0.44116769999999994,0.2078314670229892,0.32473666722342065
poisson3Db.mtx,static,2,1,5.426298,0.9386935,0.7666637549209423,38.333187746047116
poisson3Db.mtx,static,2,4,5.014441,1.0493919999999999,0.8296330538139743,41.481652690698716
poisson3Db.mtx,static,2,16,3.675249,1.402222,1.1319358225796399,56.59679112898199
poisson3Db.mtx,static,2,64,2.9349689999999997,1.7428000000000001,1.4174412063636788,70.87206031818394
poisson3Db.mtx,static,2,256,2.506999,2.063436,1.6594127081821728,82.97063540910864
poisson3Db.mtx,static,2,1024,2.322896,2.28791,1.7909308036175529,89.54654018087764
poisson3Db.mtx,dynamic,2,1,18.51423,0.2598144,0.22469992000747527,11.234996000373764
poisson3Db.mtx,dynamic,2,4,8.382396,0.5840455,0.4962955699062654,24.81477849531327
poisson3Db.mtx,dynamic,2,16,4.684270000000001,1.090425,0.8881097801791952,44.40548900895976
poisson3Db.mtx,dynamic,2,64,3.309033,1.601715,1.2572089791791135,62.86044895895567
poisson3Db.mtx,dynamic,2,256,2.971227,1.9032829999999998,1.4001441155455303,70.00720577727651
poisson3Db.mtx,dynamic,2,1024,2.7887169999999997,2.052116,1.4917777601671305,74.58888800835652
poisson3Db.mtx,guided,2,1,3.7947859999999998,1.548258,1.0962794739940538,54.813973699702686
poisson3Db.mtx,guided,2,4,3.678741,1.604768,1.130861346313861,56.54306731569305
poisson3Db.mtx,guided,2,16,3.840418,1.451712,1.0832534375164369,54.16267187582184
poisson3Db.mtx,guided,2,64,3.663628,1.63666,1.1355263143528762,56.77631571764381
poisson3Db.mtx,guided,2,256,3.686856,1.622931,1.1283722499603996,56.41861249801998
poisson3Db.mtx,guided,2,1024,3.701741,1.444317,1.1238349738677014,56.191748693385065
poisson3Db.mtx,static,4,1,5.131506,1.258416,0.8107066424554505,20.267666061386265
poisson3Db.mtx,static,4,4,3.4063709999999996,2.249777,1.22128388246612,30.532097061653
poisson3Db.mtx,static,4,16,2.218302,3.0326779999999998,1.875374047356942,46.88435118392355
poisson3Db.mtx,static,4,64,1.683892,3.717734,2.470553931012202,61.76384827530506
poisson3Db.mtx,static,4,256,1.568068,4.162217,2.653039281459732,66.3259820364933
poisson3Db.mtx,static,4,1024,1.773992,4.190691,2.3450759642659036,58.62689910664759
poisson3Db.mtx,dynamic,4,1,19.69464,0.24400439999999998,0.211232396225572,5.2808099056393
poisson3Db.mtx,dynamic,4,4,7.052295,0.7073367,0.5898996000592713,14.747490001481783
poisson3Db.mtx,dynamic,4,16,3.140933,1.761858,1.3244937093532396,33.11234273383099
poisson3Db.mtx,dynamic,4,64,2.355664,2.888557,1.7660184134919068,44.15046033729767
poisson3Db.mtx,dynamic,4,256,2.171894,3.375848,1.9154461497660564,47.88615374415141
poisson3Db.mtx,dynamic,4,1024,2.094088,3.6785759999999996,1.9866146981406698,49.665367453516744
poisson3Db.mtx,guided,4,1,2.9143980000000003,2.401169,1.4274460797735926,35.686151994339816
poisson3Db.mtx,guided,4,4,2.7721769999999997,2.29836,1.5006783477389791,37.51695869347448
poisson3Db.mtx,guided,4,16,2.549533,2.34197,1.6317286342243853,40.79321585560963
poisson3Db.mtx,guided,4,64,2.460633,2.557941,1.6906812190196585,42.26703047549146
poisson3Db.mtx,guided,4,256,3.266362,3.322981,1.2736328673919177,31.840821684797945
poisson3Db.mtx,guided,4,1024,2.93433,2.0465639999999996,1.4177498781663955,35.44374695415989
poisson3Db.mtx,static,8,1,3.2892599999999996,2.067707,1.2647665432346484,15.809581790433105
poisson3Db.mtx,static,8,4,2.168147,3.117282,1.9187564311829408,23.98445538978676
poisson3Db.mtx,static,8,16,1.3256,5.016642,3.138311707905854,39.22889634882317
poisson3Db.mtx,static,8,64,1.1138,5.795724,3.7350924762075772,46.688655952594715
poisson3Db.mtx,static,8,256,1.174127,6.847501,3.5431822962933306,44.289778703666634
poisson3Db.mtx,static,8,1024,1.15997,6.428533,3.5864255110045944,44.83031888755743
poisson3Db.mtx,dynamic,8,1,15.96592,0.30061370000000004,0.26056412658963585,3.257051582370448
poisson3Db.mtx,dynamic,8,4,4.3979040000000005,1.1338460000000001,0.9459383378991444,11.824229223739305
poisson3Db.mtx,dynamic,8,16,1.995488,2.901786,2.0847762552318025,26.05970319039753
poisson3Db.mtx,dynamic,8,64,1.7493109999999998,4.6905470000000005,2.378162602304564,29.72703252880705
poisson3Db.mtx,dynamic,8,256,1.8072389999999998,5.058714,2.3019346085382173,28.774182606727717
poisson3Db.mtx,dynamic,8,1024,1.521643,5.007143,2.733982938179323,34.17478672724153
poisson3Db.mtx,guided,8,1,2.2248289999999997,3.6276249999999997,1.8698722463614057,23.373403079517573
poisson3Db.mtx,guided,8,4,2.42042,2.679899,1.7187702960643192,21.48462870080399
poisson3Db.mtx,guided,8,16,2.486946,2.439518,1.6727930562223703,20.909913202779627
poisson3Db.mtx,guided,8,64,2.4174569999999997,2.561462,1.7208769380386082,21.510961725482602
poisson3Db.mtx,guided,8,256,2.6198029999999997,2.243923,1.5879613848827563,19.849517311034454
poisson3Db.mtx,guided,8,1024,2.451839,2.723032,1.696745177803273,21.209314722540913
poisson3Db.mtx,static,16,1,1.6700199999999996,4.804992,2.4910755559813658,15.569222224883536
poisson3Db.mtx,static,16,4,1.194011,5.74273,3.4841772814488303,21.77610800905519
poisson3Db.mtx,static,16,16,1.170329,7.402324999999999,3.5546807777983793,22.21675486123987
poisson3Db.mtx,static,16,64,0.7260114,9.984603,5.730138672753623,35.81336670471014
poisson3Db.mtx,static,16,256,0.5057596999999999,12.073599999999999,8.225538729163276,51.409617057270474
poisson3Db.mtx,static,16,1024,0.8186047999999999,10.39573,5.081995610091707,31.762472563073167
poisson3Db.mtx,dynamic,16,1,12.48598,0.3832783,0.3331853807230189,2.082408629518868
poisson3Db.mtx,dynamic,16,4,3.009167,1.71772,1.3824909019672218,8.640568137295137
poisson3Db.mtx,dynamic,16,16,1.649225,4.37091,2.5224854098137,15.765533811335624
poisson3Db.mtx,dynamic,16,64,1.782544,5.58005,2.3338251398001955,14.586407123751222
poisson3Db.mtx,dynamic,16,256,1.547394,6.70219,2.688485285583374,16.803033034896085
poisson3Db.mtx,dynamic,16,1024,1.298559,6.3596390000000005,3.2036634454037123,20.022896533773203
poisson3Db.mtx,guided,16,1,1.852367,3.641244,2.2458540883097133,14.03658805193571
poisson3Db.mtx,guided,16,4,1.775181,4.509317,2.3435052538304544,14.64690783644034
poisson3Db.mtx,guided,16,16,1.733048,4.407009,2.400479386606718,15.002996166291988
poisson3Db.mtx,guided,16,64,1.778583,3.785267,2.339022693908577,14.618891836928608
poisson3Db.mtx,guided,16,256,1.932874,3.7490539999999997,2.1523110145824296,13.451943841140185
poisson3Db.mtx,guided,16,1024,1.6774479999999998,4.29624,2.480044686929192,15.50027929330745
poisson3Db.mtx,static,32,1,1.4192789999999997,6.321307,2.931168572211665,9.159901788161454
poisson3Db.mtx,static,32,4,0.7270998999999996,10.34582,5.721560407311295,17.8798762728478
poisson3Db.mtx,static,32,16,0.4573177999999997,13.92658,9.096838128758604,28.427619152370635
poisson3Db.mtx,static,32,64,0.3433496999999998,17.575539999999997,12.116352511739493,37.86360159918591
poisson3Db.mtx,static,32,256,0.3264587999999998,17.85573,12.743249684186798,39.822655263083746
poisson3Db.mtx,static,32,1024,0.5695625,12.98387,7.304107977614396,22.825337430044986
poisson3Db.mtx,dynamic,32,1,9.808091000000001,0.48875579999999996,0.4241545067230717,1.3254828335095992
poisson3Db.mtx,dynamic,32,4,2.176557,2.4633640000000003,1.911342546967527,5.972945459273522
poisson3Db.mtx,dynamic,32,16,1.7817169999999998,5.354059,2.334908405768144,7.29658876802545
poisson3Db.mtx,dynamic,32,64,1.809119,5.637872,2.2995424844910697,7.186070264034592
poisson3Db.mtx,dynamic,32,256,1.9194989999999994,7.29766,2.167308240327294,6.772838251022793
poisson3Db.mtx,dynamic,32,1024,1.2520769999999999,7.203643,3.322595974528723,10.38311242040226
poisson3Db.mtx,guided,32,1,2.2084349999999993,5.653321999999999,1.883752974391368,5.886728044973025
poisson3Db.mtx,guided,32,4,1.7266739999999996,5.8621229999999995,2.4093407325297074,7.529189789155335
poisson3Db.mtx,guided,32,16,2.4189489999999996,5.17758,1.719815506651856,5.374423458287049
poisson3Db.mtx,guided,32,64,1.8562859999999992,5.001726,2.241112630273568,7.0034769696049
poisson3Db.mtx,guided,32,256,2.1640059999999997,5.546754,1.922428126354548,6.007587894857962
poisson3Db.mtx,guided,32,1024,1.7716939999999997,5.437464999999999,2.3481176772061088,7.33786774126909
poisson3Db.mtx,static,64,1,16.525549999999996,10.31148,0.25174024465146394,0.3933441322679124
poisson3Db.mtx,static,64,4,1.314222599999998,14.66394,3.1654804901391937,4.94606326584249
poisson3Db.mtx,static,64,16,3.001792199999991,16.32515,1.3858874041980693,2.165449069059483
poisson3Db.mtx,static,64,64,0.7763589999999994,23.19444,5.358533874148432,8.372709178356926
poisson3Db.mtx,static,64,256,8.262562999999993,24.415409999999998,0.5034934075540486,0.7867084493032009
poisson3Db.mtx,static,64,1024,3.158040999999991,17.06521,1.3173185528623634,2.058310238847443
poisson3Db.mtx,dynamic,64,1,21.639439999999997,0.5213182,0.19224832065894495,0.3003880010296015
poisson3Db.mtx,dynamic,64,4,4.435231999999991,2.722632,0.9379770889098941,1.4655892014217096
poisson3Db.mtx,dynamic,64,16,14.456209999999997,6.309922,0.2877757033136624,0.44964953642759753
poisson3Db.mtx,dynamic,64,64,7.646759999999999,5.948904000000001,0.5440403517306677,0.8500630495791682
poisson3Db.mtx,dynamic,64,256,25.86832,0.4229796999999999,0.16082010737458013,0.25128141777278146
poisson3Db.mtx,dynamic,64,1024,25.1752,4.8744559999999995,0.1652477835330007,0.2581996617703136
poisson3Db.mtx,guided,64,1,18.40188,4.263522,0.2260717926646625,0.35323717603853516
poisson3Db.mtx,guided,64,4,7.089337999999999,5.323495,0.586817274052951,0.916901990707736
poisson3Db.mtx,guided,64,16,25.98614,6.005458,0.16009095617894767,0.25014211902960576
poisson3Db.mtx,guided,64,64,4.270871999999998,8.389278000000001,0.9740741469189433,1.521990854560849
poisson3Db.mtx,guided,64,256,8.45886,6.955837,0.49180929817966007,0.7684520284057189
poisson3Db.mtx,guided,64,1024,25.07813,7.658758,0.16588740867042315,0.25919907604753617
rajat29.mtx,static,2,1,14.2218,0.8020879999999999,0.582991182550732,29.1495591275366
rajat29.mtx,static,2,4,10.85202,1.11722,0.7640221820453705,38.201109102268525
rajat29.mtx,static,2,16,11.44305,0.9606587999999999,0.7245606721984088,36.22803360992044
rajat29.mtx,static,2,64,9.407965,1.294673,0.8812940949503958,44.06470474751979
rajat29.mtx,static,2,256,9.213038000000001,1.6077469999999998,0.8999402802853956,44.99701401426978
rajat29.mtx,static,2,1024,7.261674999999999,1.87896,1.1417729380618111,57.088646903090556
rajat29.mtx,dynamic,2,1,87.64949999999999,0.1234417,0.09459476665582807,4.7297383327914035
rajat29.mtx,dynamic,2,4,31.8532,0.3209417,0.26029359687566717,13.014679843783359
rajat29.mtx,dynamic,2,16,15.94463,0.7320089000000001,0.5199985198778524,25.99992599389262
rajat29.mtx,dynamic,2,64,9.730231999999999,1.244119,0.8521054790882686,42.605273954413434
rajat29.mtx,dynamic,2,256,7.684976,1.6061910000000001,1.078882224225554,53.9441112112777
rajat29.mtx,dynamic,2,1024,7.120542,1.7911249999999999,1.1644034962507068,58.22017481253534
rajat29.mtx,guided,2,1,8.534869,1.4307219999999998,0.9714483022527939,48.572415112639696
rajat29.mtx,guided,2,4,8.124935,1.461142,1.020461579077248,51.0230789538624
rajat29.mtx,guided,2,16,7.219254,1.4729079999999999,1.1484821007821584,57.42410503910792
rajat29.mtx,guided,2,64,8.329695,1.541248,0.9953766614503895,49.76883307251948
rajat29.mtx,guided,2,256,8.72149,1.4262819999999998,0.9506614122128216,47.53307061064108
rajat29.mtx,guided,2,1024,7.738733,1.469914,1.0713877840209762,53.569389201048814
rajat29.mtx,static,4,1,13.45838,0.8085121999999999,0.6160610712433444,15.40152678108361
rajat29.mtx,static,4,4,13.70851,0.7614345,0.6048202175145221,15.120505437863052
rajat29.mtx,static,4,16,9.665851,1.1311579999999999,0.8577810686301705,21.44452671575426
rajat29.mtx,static,4,64,6.654235,1.9367130000000001,1.2460010805148904,31.15002701287226
rajat29.mtx,static,4,256,5.518250999999999,2.64226,1.502502151496915,37.56255378742288
rajat29.mtx,static,4,1024,4.809347,2.966429,1.723972921895634,43.09932304739085
rajat29.mtx,dynamic,4,1,125.8566,0.0806842,0.06587802308341399,1.6469505770853499
rajat29.mtx,dynamic,4,4,31.5559,0.3210084,0.262745920731147,6.568648018278675
rajat29.mtx,dynamic,4,16,13.56024,0.8326237,0.6114334259570627,15.285835648926568
rajat29.mtx,dynamic,4,64,8.486521,1.441091,0.9769826764112174,24.424566910280436
rajat29.mtx,dynamic,4,256,6.222244,2.209665,1.3325070505110377,33.312676262775945
rajat29.mtx,dynamic,4,1024,5.578066,2.503484,1.4863904442866043,37.15976110716511
rajat29.mtx,guided,4,1,6.507643999999999,2.8005829999999996,1.2740684647162632,31.85171161790658
rajat29.mtx,guided,4,4,5.955932,2.14867,1.3920884254554957,34.80221063638739
rajat29.mtx,guided,4,16,7.3609029999999995,2.071493,1.1263813692423337,28.15953423105834
rajat29.mtx,guided,4,64,6.26142,2.168295,1.3241699167281544,33.10424791820386
rajat29.mtx,guided,4,256,5.726995999999999,2.081621,1.4477369985940278,36.19342496485069
rajat29.mtx,guided,4,1024,6.5593639999999995,2.1308369999999996,1.264022548527571,31.600563713189274
rajat29.mtx,static,8,1,14.27597,0.7649319,0.5807790293759374,7.259737867199218
rajat29.mtx,static,8,4,10.122278999999999,1.14208,0.8191024965820446,10.238781207275558
rajat29.mtx,static,8,16,8.816215999999999,1.436522,0.9404470126412513,11.75558765801564
rajat29.mtx,static,8,64,5.904414,2.44112,1.404234865644584,17.5529358205573
rajat29.mtx,static,8,256,4.524233,3.14859,1.832616489911108,22.90770612388885
rajat29.mtx,static,8,1024,4.548808,3.661486,1.8227157532259002,22.783946915323753
rajat29.mtx,dynamic,8,1,82.11762999999999,0.1198502,0.10096716137569973,1.2620895171962467
rajat29.mtx,dynamic,8,4,22.62767,0.4599874,0.3664179299061725,4.580224123827156
rajat29.mtx,dynamic,8,16,8.919452999999999,1.294418,0.9295619361411515,11.619524201764394
rajat29.mtx,dynamic,8,64,5.648624,2.0020759999999997,1.467823668206629,18.347795852582863
rajat29.mtx,dynamic,8,256,4.970962,2.628246,1.6679234321244059,20.849042901555073
rajat29.mtx,dynamic,8,1024,5.0515099999999995,2.7588719999999998,1.6413278405862806,20.516598007328508
rajat29.mtx,guided,8,1,5.896438,2.4095439999999995,1.4061343475501653,17.576679344377066
rajat29.mtx,guided,8,4,5.865114999999999,2.951092,1.4136438927454964,17.670548659318705
rajat29.mtx,guided,8,16,5.081814,2.344535,1.6315402334678133,20.394252918347668
rajat29.mtx,guided,8,64,5.693935999999999,2.741539,1.4561428157956118,18.201785197445147
rajat29.mtx,guided,8,256,5.572210999999999,2.433249,1.4879522688570124,18.599403360712653
rajat29.mtx,guided,8,1024,5.573796999999999,2.29652,1.4875288784288345,18.59411098036043
rajat29.mtx,static,16,1,11.56768,0.9540286,0.7167542670613296,4.47971416913331
rajat29.mtx,static,16,4,7.777591999999999,1.4691720000000001,1.0660348344320456,6.662717715200285
rajat29.mtx,static,16,16,6.407073,1.8624749999999999,1.2940673533764953,8.087920958603096
rajat29.mtx,static,16,64,5.95017,2.640081,1.3934364900498644,8.708978062811653
rajat29.mtx,static,16,256,4.889574,3.4068009999999997,1.6956863726778655,10.59803982923666
rajat29.mtx,static,16,1024,3.9730669999999995,3.968172,2.0868472643426355,13.042795402141472
rajat29.mtx,dynamic,16,1,60.84275,0.1656165,0.1362723414046867,0.8517021337792918
rajat29.mtx,dynamic,16,4,17.746209999999998,0.5995208999999999,0.46720871667809644,2.920054479238103
rajat29.mtx,dynamic,16,16,6.990345,1.662593,1.1860908152601912,7.413067595376195
rajat29.mtx,dynamic,16,64,6.225552,2.110988,1.3317990115575296,8.32374382223456
rajat29.mtx,dynamic,16,256,5.127136999999999,2.4104140000000003,1.6171177013604283,10.106985633502678
rajat29.mtx,dynamic,16,1024,5.821352,2.380551,1.424271200229775,8.901695001436094
rajat29.mtx,guided,16,1,6.113731,2.213264,1.3561578028212236,8.475986267632647
rajat29.mtx,guided,16,4,5.970320999999999,2.267585,1.38873336961279,8.679583560079937
rajat29.mtx,guided,16,16,5.567549,2.284098,1.4891982091221831,9.307488807013645
rajat29.mtx,guided,16,64,6.102615999999999,2.2819760000000002,1.3586278409128154,8.491424005705097
rajat29.mtx,guided,16,256,5.049514,2.80281,1.6419766337908956,10.262353961193098
rajat29.mtx,guided,16,1024,5.27194,2.283236,1.572700751526004,9.829379697037526
rajat29.mtx,static,32,1,10.25652,1.092646,0.8083817903148437,2.5261930947338866
rajat29.mtx,static,32,4,6.766153,1.703106,1.2253911491507805,3.829347341096189
rajat29.mtx,static,32,16,6.8474129999999995,2.048998,1.2108491192221065,3.783903497569083
rajat29.mtx,static,32,64,5.20367,2.964823,1.593333935472465,4.979168548351453
rajat29.mtx,static,32,256,4.754721999999998,3.668328,1.7437789212492347,5.449309128903859
rajat29.mtx,static,32,1024,3.5597939999999992,4.118704999999999,2.329119044528982,7.27849701415307
rajat29.mtx,dynamic,32,1,54.88337,0.1821972,0.15106914899722815,0.47209109061633797
rajat29.mtx,dynamic,32,4,13.92085,0.7590768999999999,0.5955946655556235,1.8612333298613233
rajat29.mtx,dynamic,32,16,5.395494,2.223505,1.5366867241442583,4.802146012950807
rajat29.mtx,dynamic,32,64,5.988912,2.225041,1.3844224126185192,4.326320039432872
rajat29.mtx,dynamic,32,256,7.042251999999999,2.367949,1.177348382307251,3.6792136947101595
rajat29.mtx,dynamic,32,1024,5.9772919999999985,2.4842999999999997,1.3871137632225434,4.3347305100704485
rajat29.mtx,guided,32,1,15.008759999999997,2.4309469999999997,0.5524229849767738,1.726321828052418
rajat29.mtx,guided,32,4,15.763219999999997,2.3855269999999997,0.5259828892827736,1.6436965290086674
rajat29.mtx,guided,32,16,15.335459999999996,2.2889709999999996,0.5406544048890612,1.6895450152783165
rajat29.mtx,guided,32,64,14.683869999999994,2.291044,0.5646456962639961,1.7645178008249878
rajat29.mtx,guided,32,256,6.237262999999998,2.515157,1.3292984438847624,4.154057637139882
rajat29.mtx,guided,32,1024,13.653049999999995,2.355161,0.607277055309986,1.8977407978437062
rajat29.mtx,static,64,1,10.38542,1.150657,0.7983484538901654,1.2474194592033834
rajat29.mtx,static,64,4,25.04276,0.44417860000000003,0.3310810789226108,0.5173141858165794
rajat29.mtx,static,64,16,4.1397379999999995,3.251164,2.00282819830627,3.129419059853547
rajat29.mtx,static,64,64,18.67691,3.388096,0.4439269665057015,0.6936358851651586
rajat29.mtx,static,64,256,4.134148999999997,3.9964039999999996,2.0055358430477486,3.133649754762107
rajat29.mtx,static,64,1024,4.663735999999997,4.154316,1.777798743325095,2.777810536445461
rajat29.mtx,dynamic,64,1,52.686319999999995,0.19504539999999998,0.15736881983786308,0.24588878099666106
rajat29.mtx,dynamic,64,4,13.48544,0.8177871,0.6148248777941246,0.9606638715533198
rajat29.mtx,dynamic,64,16,27.380059999999997,2.4356459999999998,0.30281832837473704,0.47315363808552663
rajat29.mtx,dynamic,64,64,7.852237999999998,2.041304,1.0559007508432632,1.6498449231925987
rajat29.mtx,dynamic,64,256,21.153139999999993,2.5731089999999996,0.39195996433626423,0.6124374442754129
rajat29.mtx,dynamic,64,1024,26.367649999999994,0.4481315,0.31444531461848146,0.4913208040913773
rajat29.mtx,guided,64,1,27.291359999999994,0.7162704,0.30380252211688985,0.47469144080764036
rajat29.mtx,guided,64,4,15.14262999999999,2.71774,0.5475392319564043,0.8555300499318818
rajat29.mtx,guided,64,16,29.473239999999993,1.7645229999999998,0.2813122683491874,0.4395504192956053
rajat29.mtx,guided,64,64,21.48078999999999,2.551398,0.3859813349509029,0.6030958358607859
rajat29.mtx,guided,64,256,20.826859999999993,2.492312,0.3981005297966186,0.6220320778072166
rajat29.mtx,guided,64,1024,19.37571999999999,2.619783,0.4279161755021236,0.6686190242220681
torso1.mtx,static,2,1,11.175759999999999,1.652249,0.9887085978940137,49.43542989470068
torso1.mtx,static,2,4,10.59094,1.703571,1.0433039937909194,52.16519968954597
torso1.mtx,static,2,16,10.27547,1.781733,1.0753347535441202,53.76673767720601
torso1.mtx,static,2,64,11.58654,1.552516,0.9536557073984124,47.68278536992062
torso1.mtx,static,2,256,12.869359999999999,1.410636,0.8585951438144556,42.929757190722775
torso1.mtx,static,2,1024,11.45595,1.561577,0.9645267306508846,48.22633653254423
torso1.mtx,dynamic,2,1,23.501,0.7565755,0.47017446066124846,23.508723033062424
torso1.mtx,dynamic,2,4,13.8215,1.3005390000000001,0.7994479615092429,39.972398075462145
torso1.mtx,dynamic,2,16,9.966254000000001,1.893926,1.10869841366676,55.43492068333799
torso1.mtx,dynamic,2,64,8.463394,2.2372229999999997,1.3055719726625041,65.27859863312521
torso1.mtx,dynamic,2,256,9.075721999999999,2.250411,1.217486608778894,60.8743304389447
torso1.mtx,dynamic,2,1024,9.303251,2.187338,1.1877106185783874,59.38553092891937
torso1.mtx,guided,2,1,9.089487,2.0586649999999995,1.2156428630130611,60.782143150653056
torso1.mtx,guided,2,4,9.079571,2.006198,1.2169704934297008,60.84852467148504
torso1.mtx,guided,2,16,8.760692,2.0454559999999997,1.2612668040378545,63.06334020189273
torso1.mtx,guided,2,64,8.798637000000001,2.040775,1.2558274650948777,62.79137325474389
torso1.mtx,guided,2,256,9.400638,2.036132,1.175406392629947,58.770319631497344
torso1.mtx,guided,2,1024,8.989535,2.036009,1.229159239048516,61.4579619524258
torso1.mtx,static,4,1,7.379979,2.673927,1.4972359677446239,37.430899193615595
torso1.mtx,static,4,4,6.822732,2.973067,1.6195227952673505,40.488069881683764
torso1.mtx,static,4,16,6.227314,3.431424,1.774371743579977,44.35929358949943
torso1.mtx,static,4,64,8.428327,2.30382,1.3110039513179783,32.775098782949456
torso1.mtx,static,4,256,10.48791,1.79023,1.0535530911306448,26.33882727826612
torso1.mtx,static,4,1024,11.04913,1.648642,1.0000398221398428,25.000995553496068
torso1.mtx,dynamic,4,1,27.85349,0.6343015,0.3967032497543396,9.917581243858491
torso1.mtx,dynamic,4,4,11.14401,1.704087,0.9915254921702332,24.78813730425583
torso1.mtx,dynamic,4,16,7.45142,2.717021,1.4828811152773567,37.07202788193392
torso1.mtx,dynamic,4,64,6.256724,3.331885,1.7660312329583343,44.15078082395836
torso1.mtx,dynamic,4,256,6.7076780000000005,3.1676849999999996,1.6473017935565781,41.18254483891445
torso1.mtx,dynamic,4,1024,6.767959,3.31067,1.6326295711897783,40.815739279744456
torso1.mtx,guided,4,1,5.710074,3.7068,1.9351010162039934,48.37752540509984
torso1.mtx,guided,4,4,6.076789,3.7879929999999997,1.8183237890932205,45.45809472733051
torso1.mtx,guided,4,16,6.737545,3.780894,1.6399994359963461,40.99998589990865
torso1.mtx,guided,4,64,6.707579,3.605654,1.6473261067815974,41.183152669539936
torso1.mtx,guided,4,256,6.885565000000001,3.471058,1.6047441277513175,40.11860319378294
torso1.mtx,guided,4,1024,7.37775,3.370881,1.4976883196096373,37.44220799024093
torso1.mtx,static,8,1,5.7933449999999995,3.571127,1.9072867229553914,23.84108403694239
torso1.mtx,static,8,4,4.862848,4.368304999999999,2.2722425212550346,28.403031515687932
torso1.mtx,static,8,16,4.814674,4.289416,2.2949778115818433,28.68722264477304
torso1.mtx,static,8,64,7.349513,2.660395,1.5034424729910678,18.793030912388346
torso1.mtx,static,8,256,8.619226999999999,2.157715,1.2819676288836577,16.02459536104572
torso1.mtx,static,8,1024,6.603884,3.169066,1.6731926242193231,20.91490780274154
torso1.mtx,dynamic,8,1,19.20826,0.927229,0.5752509597433605,7.190636996792006
torso1.mtx,dynamic,8,4,8.235505,2.383724,1.3416991429183762,16.7712392864797
torso1.mtx,dynamic,8,16,5.700818999999999,3.60714,1.9382425577798563,24.228031972248203
torso1.mtx,dynamic,8,64,5.306985999999999,3.9070769999999997,2.0820801110083957,26.026001387604946
torso1.mtx,dynamic,8,256,6.241124,3.664184,1.7704455159038661,22.130568948798327
torso1.mtx,dynamic,8,1024,5.7590710000000005,3.7317609999999997,1.9186375719278335,23.982969649097917
torso1.mtx,guided,8,1,4.614065999999999,4.262294,2.394757682269825,29.934471028372812
torso1.mtx,guided,8,4,5.2390419999999995,4.286884,2.1090821566232916,26.363526957791144
torso1.mtx,guided,8,16,5.5444379999999995,4.2290540000000005,1.9929107332429368,24.91138416553671
torso1.mtx,guided,8,64,4.73986,4.090339,2.331201765452988,29.140022068162352
torso1.mtx,guided,8,256,5.235258999999999,3.947295,2.110606180133591,26.382577251669886
torso1.mtx,guided,8,1024,5.642722,3.902249,1.9581985431853635,24.477481789817045
torso1.mtx,static,16,1,4.513177,4.358967,2.448290860296417,15.301817876852605
